Id,Memo,MaxStackCount,Duration,EffectTag,BuffEffects,ShowBuffIcon,ShowActiveText,Triggers,InactiveInLounge,IsDespairEffect
40122,부정 패러 1lv : 서툰 솔길,1,-1,"None","[{""$type"":""GameCommon.Data.LootingSpeedAmplifierEffect, De.Base"",""Percent"":""-15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""LootingSpeedAmplifier"",""ShowEffect"":false}]",False,False,,False,False
40123,부정 패러 1lv : 깨작거림,1,-1,"None","[{""$type"":""GameCommon.Data.ItemUseSpeedAmplifierEffect, De.Base"",""Percent"":""-10.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemUseSpeedAmplifier""}]",False,False,,False,False
40124,부정 패러 1lv : 서툰 암살자,1,-1,"None","[{""$type"":""GameCommon.Data.BackAttackCriticalChanceAddEffect, De.Base"",""Percent"":""-10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BackAttackCriticalChanceAdd""}]",False,False,,False,False
40125,부정 패러 1lv : 빈혈,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""HpRegen"",""statValue"":""-1.500"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41001,긍정 패러 2lv : 이계의 지식,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""8.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
41002,긍정 패러 2lv : 영혼 파괴자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Phantasm"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AtkPercent"",""StatValue"":""6.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41003,긍정 패러 2lv : 피의 갈망,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""Bleed"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""7.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41004,긍정 패러 2lv : 화형 집행,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""Burn"",""MonsterCondition"":""None"",""StatType"":""CriticalDamagePercent"",""StatValue"":""17.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41005,긍정 패러 2lv : 독살자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""Poison"",""MonsterCondition"":""None"",""StatType"":""PenetrationPercent"",""StatValue"":""8.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41006,긍정 패러 2lv : 바람의 춤,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41007,긍정 패러 2lv : 불 위 걷기,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41008,긍정 패러 2lv : 심해의 폐,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41009,긍정 패러 2lv : 쉬운 과녁,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""Root"",""MonsterCondition"":""None"",""StatType"":""PenetrationPercent"",""StatValue"":""9.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41010,긍정 패러 2lv : 충격 요법,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""Stun"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""CriticalChancePercent"",""StatValue"":""7.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[]",False,False
41011,긍정 패러 2lv : 고독한 늑대,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""AllyExceptOwner"",""Range"":""4.000"",""CompareType"":""Less"",""CompareValue"":""1.000"",""NearUnitConditionTriggers"":[]}]",False,False
41012,긍정 패러 2lv : 전우애,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""8.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""AllyExceptOwner"",""Range"":""4.000"",""CompareType"":""GreaterEqual"",""CompareValue"":""1.000"",""NearUnitConditionTriggers"":[]}]",False,False
41013,긍정 패러 2lv : 일당백,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""6.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""Enemy"",""Range"":""4.000"",""CompareType"":""GreaterEqual"",""CompareValue"":""3.000"",""NearUnitConditionTriggers"":[]}]",False,False
41014,긍정 패러 2lv : 거인 사냥,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Boss"",""StatType"":""PenetrationPercent"",""StatValue"":""6.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41015,긍정 패러 2lv : 그림자 밟기,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Shadow"",""StatType"":""CriticalChancePercent"",""StatValue"":""8.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41016,긍정 패러 2lv : 탈출 본능,1,-1,"None","[{""$type"":""GameCommon.Data.SkillStaminaCostAmplifierEffect, De.Base"",""Percent"":""-10.000"",""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""SkillStaminaCostAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""Enemy"",""Range"":""4.000"",""CompareType"":""GreaterEqual"",""CompareValue"":""3.000"",""NearUnitConditionTriggers"":[]},{""$type"":""GameCommon.Data.ActiveSkillTagBuffTrigger, De.Base"",""SkillTags"":[""Dash""],""MatchAny"":true}]",False,False
41017,긍정 패러 2lv : 약물 의존,1,-1,"None","[{""$type"":""GameCommon.Data.ItemEffectAmplifierEffect, De.Base"",""Percent"":""15.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemEffectAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
41018,긍정 패러 2lv : 궁지의 쥐,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""7.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""50.000""}]",False,False
41019,긍정 패러 2lv : 학살자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Normal"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""6.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
41020,긍정 패러 2lv : 도굴꾼,1,-1,"None","[{""$type"":""GameCommon.Data.LootingSpeedAmplifierEffect, De.Base"",""Percent"":""12.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""LootingSpeedAmplifier"",""ShowEffect"":false}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""LightFuel"",""CompareType"":""GreaterEqual"",""CompareValue"":""1.000""}]",False,False
41021,긍정 패러 2lv : 죽음 거부,1,-1,"None","[{""$type"":""GameCommon.Data.SelfReviveChanceAmplifierBuffEffect, De.Base"",""Percent"":""10.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""SelfReviveChanceAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""LessEqual"",""CompareValue"":""70.000""}]",False,False
41022,긍정 패러 2lv : 방화광,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Burn"",""TargetEffectTypes"":[],""Percent"":""15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,,False,False
41023,긍정 패러 2lv : 치명적인 독,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Poison"",""TargetEffectTypes"":[],""Percent"":""15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,,False,False
41024,긍정 패러 2lv : 과다 출혈,1,-1,"None","[{""$type"":""GameCommon.Data.DotEffectAmplifierEffect, De.Base"",""TargetDotType"":""Bleed"",""TargetEffectTypes"":[],""Percent"":""15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""DotDamageAmplifier""}]",False,False,,False,False
41025,긍정 패러 2lv : 심연의 그릇,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CorruptionMax"",""statValue"":""15.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""50.000""}]",False,False
41101,부정 패러 2lv : 침투된 신경망,1,-1,"None","[{""$type"":""GameCommon.Data.StressDamageTakenAmplifierEffect, De.Base"",""Percent"":""122.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StressDamageTakenAmplifier""}]",False,False,,False,False
41102,부정 패러 2lv : 부식된 장갑,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-8.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41103,부정 패러 2lv : 벌어진 균열,1,-1,"None","[{""$type"":""GameCommon.Data.HpDamageTakenAmplifierEffect, De.Base"",""Percent"":""7.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""HpDamageTakenAmplifier""}]",False,False,,False,False
41104,부정 패러 2lv : 저주받은 운명,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""-8.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41105,부정 패러 2lv : 절단된 다리,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""30.000""}]",False,False
41106,부정 패러 2lv : 새가슴,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""50.000""}]",False,False
41107,부정 패러 2lv : 부서진 몸,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-6.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""MoveSpeedPercent"",""statValue"":""-3.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41108,부정 패러 2lv : 무모함,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalChancePercent"",""statValue"":""-12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""5.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41109,부정 패러 2lv : 과도한 집중,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""-9.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CriticalDamagePercent"",""statValue"":""10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41110,부정 패러 2lv : 사신의 시선,1,-1,"None","[{""$type"":""GameCommon.Data.SelfReviveChanceAmplifierBuffEffect, De.Base"",""Percent"":""-15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""SelfReviveChanceAmplifier""}]",False,False,,False,False
41111,부정 패러 2lv : 심해의 저주,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WaterResistancePercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41112,부정 패러 2lv : 기름진 몸,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""FireResistancePercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41113,부정 패러 2lv : 가벼운 뼈,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WindResistancePercent"",""statValue"":""-20.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41114,부정 패러 2lv : 헛된 기사도,1,-1,"None","[{""$type"":""GameCommon.Data.WeakPointStackAmplifierEffect, De.Base"",""Percent"":""-15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""WeakPointStackAmplifier""}]",False,False,,False,False
41115,부정 패러 2lv : 폐쇄 공포증,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""AllyExceptOwner"",""Range"":""4.000"",""CompareType"":""GreaterEqual"",""CompareValue"":""1.000"",""NearUnitConditionTriggers"":[]}]",False,False
41116,부정 패러 2lv : 분리 불안,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-13.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""AllyExceptOwner"",""Range"":""4.000"",""CompareType"":""Less"",""CompareValue"":""1.000"",""NearUnitConditionTriggers"":[]}]",False,False
41117,부정 패러 2lv : 위축,1,-1,"None","[{""$type"":""GameCommon.Data.HpDamageTakenAmplifierEffect, De.Base"",""Percent"":""10.000"",""ShowEffect"":false,""SkillTags"":[],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""HpDamageTakenAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.NearbyUnitCountBuffTrigger, De.Base"",""Relation"":""Enemy"",""Range"":""4.000"",""CompareType"":""GreaterEqual"",""CompareValue"":""3.000"",""NearUnitConditionTriggers"":[]}]",False,False
41118,부정 패러 2lv : 무기력증,1,-1,"None","[{""$type"":""GameCommon.Data.SkillChargeAmplifierEffect, De.Base"",""Percent"":""-15.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""SkillChargeAmplifier""}]",False,False,,False,False
41119,부정 패러 2lv : 고장난 장비,1,-1,"None","[{""$type"":""GameCommon.Data.ItemUseSpeedAmplifierEffect, De.Base"",""Percent"":""-18.000"",""ShowEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""ItemUseSpeedAmplifier""}]",False,False,,False,False
41120,부정 패러 2lv : 강박증,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""CooldownReductionPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""Less"",""CompareValue"":""100.000""}]",False,False
41121,부정 패러 2lv : 흐릿한 시야,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""WeaknessDamagePercent"",""statValue"":""-12.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
41122,부정 패러 2lv : 면역력 약화,1,-1,"None","[{""$type"":""GameCommon.Data.StatusEffectDurationAmplifierEffect, De.Base"",""TargetStatusEffect"":""Bleed, Burn, Poison"",""Percent"":""20.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StatusEffectDurationAmplifier""}]",False,False,,False,False
41123,부정 패러 2lv : 그림자 공포,1,-1,"None","[{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Shadow"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-12.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
41124,부정 패러 2lv : 거인 공포,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""None"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""Boss"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""}]",False,False,,False,False
41125,부정 패러 2lv : 결정력 부족,1,-1,"None","[{""$type"":""GameCommon.Data.BackAttackDamageAddEffect, De.Base"",""Percent"":""-12.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""BackAttackDamageAdd""}]",False,False,,False,False
42001,긍정 패러 3lv : 광란의 소용돌이,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkSpeedPercent"",""statValue"":""25.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""HpPercent"",""CompareType"":""LessEqual"",""CompareValue"":""30.000""}]",False,False
42002,긍정 패러 3lv : 망상의 가호,1,-1,"None","[{""$type"":""GameCommon.Data.StatusEffectDurationAmplifierEffect, De.Base"",""TargetStatusEffect"":""Root, Confuse, Stun"",""Percent"":""-20.000"",""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""StatusEffectDurationAmplifier""}]",False,False,"[{""$type"":""GameCommon.Data.FloatValueCompareBuffTrigger, De.Base"",""TriggerType"":""Stress"",""CompareType"":""GreaterEqual"",""CompareValue"":""70.000""}]",False,False
42003,긍정 패러 3lv : 유리 대포,1,-1,"None","[{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""DefPercent"",""statValue"":""-10.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""},{""$type"":""GameCommon.Data.StatEffect, De.Base"",""statType"":""AtkPercent"",""statValue"":""13.000"",""showEffect"":false,""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""Stat""}]",False,False,,False,False
42004,긍정 패러 3lv : 괴이 학살자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""15.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Eldritch"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
42005,긍정 패러 3lv : 야수 학살자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""15.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Beast"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
42006,긍정 패러 3lv : 기계 파괴자,1,-1,"None","[{""$type"":""GameCommon.Data.AttackConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""AdditionalAttackDamagePercent"",""StatValue"":""15.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackConditionalStats""},{""$type"":""GameCommon.Data.AttackedConditionalStatsEffect, De.Base"",""ConditionalStats"":[{""Probability"":""100.000"",""ElementalCondition"":""None"",""FactionCondition"":""Machine"",""CcCondition"":""None"",""EffectTag"":""None"",""MonsterCondition"":""None"",""StatType"":""ReductionDamagePercent"",""StatValue"":""-10.000""}],""UseStatValue"":false,""StatType"":""None"",""StatPercent"":""0.000"",""EffectType"":""AttackedConditionalStats""}]",False,False,,False,False
